ID,CREDIT,GENDER,EDUCATION,MARRIAGE,AGE,PAY_FEB,PAY_JAN,PAY_DEC,BILL_AMT_FEB,BILL_AMT_JAN,BILL_AMT_DEC,PAY_AMT_FEB,PAY_AMT_JAN,PAY_AMT_DEC,DEFAULT_MAR
3004,50000,Male,Graduate,Married,41,2,-1,-1,39159,40194,41209,1669,1684,1600,1
3005,220000,Male,Graduate,Single,37,2,2,-1,185955,181587,186054,0,9000,7000,0
3006,270000,Female,Graduate,Single,27,-1,-1,-1,11306,11263,13021,1500,2000,2000,0
3007,160000,Male,Graduate,Married,44,-1,-1,-1,156400,157923,158746,7200,8000,5510,0
3008,10000,Female,Post Graduate,Married,24,1,2,2,3892,3686,5064,0,1600,0,0
3009,20000,Male,Post Graduate,Single,25,-1,-1,-1,15006,16166,17160,1406,1400,0,0
3010,30000,Male,High School,Single,25,2,2,2,22440,24168,23481,2390,0,859,1
3011,210000,Female,Post Graduate,Single,32,-1,-1,-1,85965,88586,94412,4000,7500,0,0
3012,250000,Female,Post Graduate,Married,50,-1,-1,2,116256,122392,118668,11500,0,3543,0
3013,50000,Male,Post Graduate,Single,28,-1,-1,-1,23244,24364,25454,1500,1500,1000,0
3014,180000,Female,Graduate,Single,28,-1,-1,-1,584,1133,572,1133,572,803,0
3015,200000,Male,Graduate,Single,35,-1,-1,-1,7429,24325,40258,24325,40265,15159,0
3016,350000,Male,Graduate,Married,38,-1,-1,-1,16459,4120,44164,941,44743,0,1
3017,20000,Male,Graduate,Single,22,-1,-1,-1,18093,18543,18911,1300,1611,700,0
3018,30000,Male,High School,Single,36,-1,-1,-1,30328,29999,0,1768,0,0,1
3019,20000,Male,Graduate,Married,34,2,-1,-1,6099,7559,8989,2000,2000,0,0
3020,140000,Female,High School,Single,59,2,-1,-1,62042,63445,63729,3000,2000,2000,1
3021,30000,Male,High School,Married,44,2,2,2,18659,22544,21889,4500,0,1500,1
3022,180000,Female,Graduate,Single,30,-1,-1,-1,15743,9814,9161,1205,9402,0,0
3023,20000,Female,Post Graduate,Single,25,-1,-1,-1,8011,9041,10903,1320,2181,900,0
3024,100000,Female,High School,Married,36,2,2,2,53530,55081,55581,3000,2000,4600,1
3025,100000,Female,High School,Married,36,-1,-1,2,101972,115335,112016,16608,0,4233,1
3026,20000,Male,Post Graduate,Married,45,-1,-1,-1,0,0,0,0,0,0,0
3027,350000,Male,Graduate,Married,31,-1,-1,-1,18685,21057,23291,3000,3000,0,1
3028,80000,Female,Post Graduate,Married,32,-1,-1,-1,80237,69568,64469,3000,2500,2000,0
3029,120000,Female,High School,Married,49,-1,-1,-1,44244,44075,44823,2000,3000,2000,0
3030,210000,Female,Post Graduate,Single,30,-1,-1,-1,1654,33257,34395,32000,2000,1500,0
3031,120000,Male,Graduate,Married,37,-1,-1,-1,32050,3872,52150,3872,52150,2740,0
3032,20000,Male,Post Graduate,Single,22,-1,-1,2,8134,9992,10526,2000,1000,1000,0
3033,200000,Male,High School,Single,25,-1,-1,-1,848,753,547,753,547,2,0
3034,50000,Female,Post Graduate,Single,54,-1,4,3,1126,1113,1092,0,0,323,0
3035,170000,Male,Post Graduate,Married,37,-1,-1,-1,5635,6321,102108,6321,102108,2120,0
3036,450000,Male,Graduate,Married,37,1,-1,-1,0,245,0,245,0,0,0
3037,300000,Male,Graduate,Single,34,-1,-1,-1,396,396,396,396,396,0,0
3038,300000,Male,Graduate,Single,36,-1,-1,-1,295433,301521,308038,13000,13116,11000,0
3039,280000,Male,Post Graduate,Married,37,-1,-1,-1,2035,11009,9360,11009,9370,7486,0
3040,170000,Male,Graduate,Single,39,-1,-1,-1,171160,187853,171095,13000,6154,15000,0
3041,60000,Male,Graduate,Married,38,2,-1,-1,30013,31226,32396,2000,2000,2800,1
3042,50000,Male,Post Graduate,Single,29,-1,-1,-1,23469,23110,22792,1437,1236,649,0
3043,380000,Male,Post Graduate,Married,38,-1,-1,-1,0,0,990,0,990,2086,0
3044,70000,Female,Graduate,Married,40,2,-1,-1,45251,42685,45674,1800,3700,0,1
3045,430000,Male,Graduate,Married,48,-1,-1,-1,4469,52213,46935,52226,46935,0,0
3046,180000,Male,Graduate,Married,38,-1,-1,-1,326,326,326,326,326,326,0
3047,330000,Female,Post Graduate,Married,41,1,2,2,289884,283863,301265,0,22200,12000,0
3048,250000,Female,Graduate,Single,26,-1,-1,-1,7374,0,0,0,0,0,0
3049,480000,Female,Graduate,Married,38,-1,-1,-1,384150,392013,361178,15000,16000,12008,0
3050,210000,Male,Post Graduate,Single,37,-1,-1,-1,1890,3037,2429,3037,1200,0,0
3051,160000,Male,Post Graduate,Single,26,-1,-1,-1,25060,24306,17671,8026,7804,7730,0
3052,390000,Male,Others,Single,29,1,2,-1,407399,397464,395333,0,14414,14411,0
3053,280000,Male,Graduate,Married,44,1,-1,-1,-136,-496,-856,360,360,360,0
3054,50000,Male,Post Graduate,Married,33,-1,-1,-1,390,390,0,390,0,780,0
3055,350000,Male,Graduate,Married,60,1,-1,-1,0,1150,4576,1150,4576,0,1
3056,230000,Female,Graduate,Single,40,-1,-1,-1,360,0,0,0,0,0,0
3057,200000,Male,High School,Others,36,-1,-1,-1,5644,82620,14129,89187,14178,41359,0
3058,30000,Male,Post Graduate,Single,47,-1,-1,-1,29596,29625,29523,1600,1500,1500,0
3059,50000,Male,Post Graduate,Married,37,-1,-1,-1,4719,22449,6640,22530,6640,5410,0
3060,180000,Male,Graduate,Single,26,-1,-1,-1,24464,25332,11991,1573,3007,4394,0
3061,150000,Female,High School,Married,45,-1,-1,-1,141415,144592,147635,5457,5661,4636,1
3062,70000,Male,Graduate,Single,27,-1,-1,-1,39449,39742,40618,2100,2000,1200,0
3063,150000,Male,Post Graduate,Single,26,-1,-1,-1,10111,9847,10870,1158,1181,1500,0
3064,50000,Male,High School,Single,25,1,2,2,43685,44694,43673,2000,0,2000,0
3065,430000,Female,Post Graduate,Married,42,-1,-1,-1,89395,90052,90604,3243,3200,3185,0
3066,70000,Male,Graduate,Single,25,-1,2,2,3635,4529,4308,1100,0,624,1
3067,20000,Male,High School,Single,36,1,-1,-1,0,832,0,832,0,832,0
3068,310000,Female,Graduate,Married,33,-1,-1,-1,115,894,0,894,0,0,1
3069,160000,Female,Post Graduate,Married,23,-1,-1,-1,96814,69870,68984,10008,20014,1894,0
3070,30000,Male,High School,Single,38,1,2,-1,30771,29975,27541,0,2000,1000,0
3071,480000,Female,High School,Married,39,-1,-1,-1,51303,74639,67306,73428,20496,34,0
3072,180000,Female,Graduate,Single,28,-1,-1,-1,99307,104403,110366,6700,10605,0,1
3073,210000,Male,Post Graduate,Married,40,-1,-1,-1,5130,15266,11423,15266,2500,1200,0
3074,360000,Male,Graduate,Single,30,-1,-1,-1,312,312,312,313,313,313,1
3075,180000,Male,High School,Single,31,2,2,-1,36864,35587,35989,0,1800,1230,0
3076,200000,Female,Graduate,Single,29,1,2,-1,16198,14320,15439,0,5000,1000,0
3077,50000,Male,High School,Single,22,-1,-1,-1,48423,44450,956,2150,956,20,1
3078,240000,Male,Post Graduate,Married,48,-1,-1,-1,3972,783,0,783,0,0,1
3079,180000,Female,Graduate,Single,29,-1,-1,-1,35619,22745,12200,1745,1200,1531,0
3080,80000,Female,High School,Married,33,-1,-1,-1,325,107,1107,107,1000,1338,0
3081,50000,Female,High School,Married,32,-1,-1,-1,42740,44744,47539,3000,4000,1000,0
3082,280000,Female,Post Graduate,Married,36,-1,-1,-1,101803,100836,96333,5005,7066,10000,0
3083,70000,Female,Graduate,Single,29,-1,-1,-1,43462,41845,40476,3000,3000,7000,0
3084,400000,Male,Graduate,Single,36,-1,-1,-1,6233,11152,-1,11219,0,377,0
3085,210000,Female,High School,Married,45,-1,-1,-1,430,430,430,430,430,430,0
3086,80000,Male,High School,Single,33,-1,-1,-1,55424,56598,57724,2068,2081,2113,0
3087,30000,Female,Post Graduate,Single,24,2,2,6,300,300,300,0,0,0,0
3088,310000,Male,Post Graduate,Single,29,2,2,2,400,400,400,0,0,20334,0
3089,360000,Female,High School,Single,27,1,-1,-1,0,0,0,0,0,0,0
3090,200000,Male,Post Graduate,Single,28,-1,-1,-1,29804,30892,25355,20044,10198,15083,0
3091,50000,Male,Post Graduate,Married,33,-1,-1,-1,50431,45619,33610,1823,1500,1000,0
3092,320000,Female,Post Graduate,Married,41,-1,-1,-1,49846,53811,38717,5000,2000,2000,0
3093,60000,Male,Post Graduate,Single,27,-1,-1,-1,23439,26042,29182,3300,3900,1500,0
3094,230000,Female,Graduate,Single,30,2,2,2,216409,221419,224753,10000,8500,8500,0
3095,150000,Female,Graduate,Married,44,-1,-1,-1,1843,1367,0,1367,0,0,1
3096,360000,Female,Graduate,Married,39,-1,-1,-1,165,853,165,853,165,300,0
3097,50000,Male,Graduate,Single,34,-1,-1,-1,20613,28018,22744,10000,10000,1500,0
3098,280000,Female,Graduate,Married,37,-1,-1,-1,3915,6686,3719,6691,85,11045,0
3099,50000,Female,High School,Married,50,-1,-1,-1,38499,39216,15554,1743,1021,200,0
3100,500000,Male,Graduate,Married,32,-1,-1,-1,15491,22984,20700,12992,2009,5000,0
3101,400000,Female,High School,Married,41,-1,-1,-1,18487,12366,13010,2620,1000,0,1
3102,280000,Male,Post Graduate,Single,28,-1,-1,-1,1799,1768,1848,1782,1857,0,0
3103,360000,Female,Post Graduate,Single,41,-1,-1,-1,158277,203726,293675,50000,100000,0,0
3104,260000,Female,Graduate,Single,29,1,-1,-1,15502,16832,16832,18000,16666,16666,1
3105,330000,Male,Graduate,Married,42,-1,-1,-1,241191,114291,113296,10000,5449,5000,0
3106,350000,Female,Post Graduate,Married,33,-1,-1,-1,-7438,144562,147437,152000,6000,5000,0
3107,500000,Female,Post Graduate,Married,39,-1,-1,-1,36550,18752,22376,18795,22398,39041,0
3108,440000,Female,Graduate,Married,35,-1,-1,-1,128808,133340,133075,10000,5000,5000,0
3109,260000,Male,Post Graduate,Single,28,-1,-1,-1,234867,237497,215343,10500,9150,7500,0
3110,500000,Male,High School,Married,48,-1,-1,-1,36875,26031,32389,1192,32382,2011,0
3111,100000,Male,Post Graduate,Married,35,-1,-1,-1,81415,80759,79755,4000,3000,3004,0
3112,70000,Male,High School,Married,47,-1,-1,-1,67670,62529,59024,2730,2490,1000,0
3113,440000,Male,Graduate,Single,43,-1,-1,-1,58108,51013,48337,2400,3000,2000,0
3114,220000,Female,Graduate,Married,44,-1,-1,-1,208858,212640,216062,7611,7484,7109,0
3115,160000,Female,Graduate,Married,32,-1,-1,-1,3189,3203,3421,3248,3421,2750,0
3116,200000,Male,Post Graduate,Married,46,-1,2,-1,7340,5980,4486,0,4486,10000,0
3117,30000,Female,Post Graduate,Single,25,-1,-1,-1,24458,29022,28230,5000,1518,529,0
3118,110000,Female,Graduate,Single,27,-1,-1,-1,113461,112026,111792,4251,4218,4167,0
3119,60000,Female,Post Graduate,Married,43,-1,-1,-1,57033,58994,59732,2880,2473,1322,0
3120,260000,Male,Graduate,Single,28,-1,-1,-1,76996,11515,13392,11515,13419,22209,0
3121,110000,Male,Post Graduate,Married,36,-1,-1,-1,109361,102505,103834,3940,3256,2696,0
3122,260000,Male,High School,Married,44,-1,-1,-1,257987,260104,253488,7100,135546,4500,0
3123,280000,Female,Graduate,Single,32,-1,-1,-1,157480,155362,156387,6400,6100,5600,0
3124,210000,Male,Graduate,Single,30,-1,-1,-1,462,562,1864,1032,2234,0,0
3125,80000,Female,Post Graduate,Married,37,-1,-1,-1,5744,33115,34131,33115,1568,1246,0
3126,200000,Female,Graduate,Single,37,-1,-1,-1,75360,57589,54711,2050,15000,6003,0
3127,100000,Female,Post Graduate,Single,33,2,2,-1,74763,73010,74198,0,3000,2000,0
3128,210000,Male,Post Graduate,Married,42,-1,-1,-1,9377,9534,9850,9540,9856,9905,0
3129,140000,Female,Post Graduate,Single,35,1,2,-1,148305,141907,141940,0,7000,3923,0
3130,180000,Male,Graduate,Single,29,-1,-1,-1,93962,95955,98354,3500,4000,8600,0
3131,240000,Female,Post Graduate,Single,34,-1,-1,-1,122810,114408,97395,10066,7255,3035,0
3132,150000,Female,Graduate,Single,24,-1,-1,-1,4857,1729,49200,1733,49200,1000,0
3133,80000,Male,Post Graduate,Married,54,-1,-1,-1,105365,108702,108486,5030,2698,2172,1
3134,210000,Female,Post Graduate,Married,37,-1,-1,-1,22908,32513,6192,32513,9,8,1
3135,180000,Female,Graduate,Single,28,-1,-1,-1,12595,18704,24410,7000,7000,7000,0
3136,100000,Female,Graduate,Single,26,-1,-1,-1,96353,99710,102093,4900,5000,4000,0
3137,20000,Male,Graduate,Single,28,-1,-1,-1,17359,16828,17723,2700,4150,1500,0
3138,140000,Male,Post Graduate,Single,34,-1,-1,-1,128312,119084,62922,5000,2200,2300,0
3139,200000,Male,High School,Single,40,-1,-1,-1,390,1799,390,1799,390,390,0
3140,80000,Male,Post Graduate,Single,25,-1,-1,-1,77142,45209,46410,2000,2000,2000,0
3141,20000,Female,Post Graduate,Single,49,1,2,2,18718,18132,19530,0,3000,0,1
3142,80000,Female,Post Graduate,Single,24,-1,-1,-1,0,0,0,0,0,0,0
3143,170000,Female,Graduate,Married,41,-1,-1,-1,165602,138507,136176,80000,4742,2022,0
3144,70000,Female,Post Graduate,Married,41,2,2,2,50241,51145,50022,2000,0,4200,1
3145,90000,Female,High School,Married,40,-1,-1,-1,3569,7319,7608,7385,7608,1720,0
3146,30000,Male,Post Graduate,Single,30,-1,-1,-1,22221,23248,24260,1391,1403,886,0
3147,50000,Male,Graduate,Single,25,-1,-1,-1,2543,14335,566,14439,566,5243,0
3148,50000,Female,Post Graduate,Single,21,-1,-1,-1,390,1499,780,1499,780,797,1
3149,260000,Female,Graduate,Single,39,-1,-1,-1,231024,208119,213219,10000,10000,8000,0
3150,360000,Female,Graduate,Married,33,-1,-1,-1,50067,17607,41262,17607,41285,8882,0
3151,500000,Female,High School,Single,52,-1,-1,-1,0,0,0,0,0,0,1
3152,160000,Male,High School,Married,46,2,2,-1,168501,160421,157661,0,6322,2275,0
3153,460000,Female,Graduate,Single,39,-1,-1,-1,89095,93634,111899,6000,20000,90000,0
3154,20000,Female,Post Graduate,Single,26,2,-1,-1,19366,19297,20023,1800,1500,500,1
3155,360000,Male,Post Graduate,Single,25,1,-1,2,0,1647,1488,1647,5,2,0
3156,300000,Female,Graduate,Married,38,-1,-1,-1,1008,228,0,228,0,0,0
3157,70000,Female,Post Graduate,Married,28,1,3,2,29836,30856,30658,1800,600,2000,1
3158,50000,Female,Graduate,Single,26,-1,-1,-1,26808,44361,32088,30040,2037,592,0
3159,150000,Female,High School,Married,51,-1,-1,-1,113647,117322,119935,5001,4000,6006,0
3160,390000,Male,Post Graduate,Married,42,-1,-1,-1,1565,1733,2472,1733,2492,2637,0
3161,280000,Male,Graduate,Single,37,-1,-1,-1,251486,245307,218043,9352,8077,7171,0
3162,50000,Female,High School,Married,28,-1,-1,-1,3377,4256,4207,1000,4207,694,0
3163,280000,Female,Graduate,Single,38,1,-1,-1,0,0,3898,0,3898,1460,1
3164,50000,Female,Post Graduate,Married,41,1,-1,-1,0,0,0,0,0,0,0
3165,50000,Male,Graduate,Single,32,-1,-1,-1,13185,5070,6815,1255,2000,0,0
3166,150000,Female,Graduate,Single,28,-1,-1,-1,0,0,0,0,0,0,0
3167,120000,Female,Graduate,Single,31,1,-1,-1,0,1730,2457,1730,2459,0,1
3168,360000,Female,Post Graduate,Others,37,-1,-1,-1,10764,8874,3501,1052,1002,328,0
3169,20000,Male,Post Graduate,Single,33,-1,-1,-1,3010,1603,19980,1272,19288,681,0
3170,50000,Female,High School,Married,46,-1,-1,-1,48797,49115,47991,2000,1018,0,0
3171,20000,Female,Graduate,Single,23,1,2,2,10407,10096,11926,0,2000,0,1
3172,90000,Male,Post Graduate,Married,35,-1,-1,-1,90467,88834,89791,4000,5000,3100,1
3173,230000,Male,Post Graduate,Married,35,-1,-1,-1,176853,180639,180117,10000,5000,0,0
3174,20000,Male,Post Graduate,Single,22,-1,2,-1,17990,17413,18608,0,1502,822,0
3175,100000,Female,Post Graduate,Single,23,-1,-1,-1,45756,9187,5408,9187,5408,12920,0
3176,270000,Male,Post Graduate,Single,26,-1,-1,-1,214277,199757,198551,10000,7500,8000,0
3177,160000,Male,Post Graduate,Single,28,-1,-1,-1,1390,550,550,550,550,550,0
3178,80000,Female,Post Graduate,Single,29,-1,-1,-1,46724,35074,32812,2000,2000,1100,0
3179,10000,Male,Graduate,Single,24,2,-1,-1,7554,8287,9580,1500,2000,700,1
3180,500000,Female,Post Graduate,Married,27,-1,-1,-1,11354,9983,13570,9983,13587,10000,0
3181,90000,Female,Graduate,Married,43,-1,-1,2,16139,7199,4367,4367,9,7660,0
3182,150000,Female,High School,Married,59,-1,-1,-1,11067,12367,10557,12405,10557,9974,0
3183,50000,Male,High School,Married,49,-1,-1,-1,2522,1173,-88,1173,0,3000,0
3184,260000,Male,High School,Married,48,-1,-1,-1,200716,203751,205530,8812,9158,0,0
3185,50000,Female,Post Graduate,Single,22,-1,-1,-1,836,10214,10057,10214,2000,0,0
3186,30000,Male,Graduate,Single,28,-1,2,2,1190,2107,1098,1098,0,0,1
3187,70000,Male,Post Graduate,Single,26,2,2,2,46599,45578,48505,0,4000,0,0
3188,360000,Male,Graduate,Married,52,1,-1,-1,0,0,0,0,0,0,1
3189,430000,Female,Graduate,Single,39,-1,-1,-1,673,4549,7566,4576,7642,990,0
3190,50000,Female,Post Graduate,Single,23,-1,-1,-1,1291,2075,2895,1100,1181,300,0
3191,150000,Female,Others,Single,26,-1,-1,2,22683,24349,2130,2219,0,0,0
3192,70000,Female,Post Graduate,Single,23,1,2,-1,17461,16892,18013,0,1400,1600,1
3193,150000,Female,Graduate,Single,25,-1,-1,-1,42437,35082,19538,2265,2538,277,0
3194,110000,Male,High School,Married,38,-1,-1,-1,14084,11129,9316,2500,2500,1000,0
3195,20000,Female,Graduate,Single,38,-1,-1,-1,3527,4556,5867,1241,1700,0,1
3196,20000,Male,High School,Single,39,-1,-1,-1,7824,9000,9867,1307,1174,2236,0
3197,50000,Male,Graduate,Single,31,-1,-1,-1,11479,12002,3508,12002,3508,339,0
3198,10000,Male,Graduate,Single,33,-1,-1,-1,8417,6281,8567,1700,4700,2502,0
3199,20000,Male,Post Graduate,Single,24,-1,-1,2,15703,19775,19096,4663,0,1000,0
3200,180000,Male,Post Graduate,Single,34,1,-1,-1,149172,100466,98458,4600,4207,3500,1
3201,60000,Female,Post Graduate,Married,26,-1,-1,2,60597,61332,58787,5504,0,2304,1
3202,20000,Male,Graduate,Married,30,1,2,2,6885,8627,8340,2000,0,1855,1
3203,70000,Female,Graduate,Single,25,-1,-1,-1,71106,67954,68976,3292,3290,1706,0
3204,60000,Female,Post Graduate,Married,38,-1,-1,-1,48399,48241,36162,1764,1400,5000,0
3205,200000,Male,Graduate,Single,28,-1,-1,-1,3330,2665,115323,2686,115916,21722,0
3206,200000,Male,Graduate,Single,34,1,-1,-1,-1730,-1730,1111,0,3000,0,1
3207,300000,Female,Graduate,Married,37,-1,-1,-1,3144,5688,2297,5734,2018,3138,0
3208,390000,Male,Graduate,Single,34,-1,-1,-1,13006,522,1790,524,1790,7957,0
3209,80000,Female,Post Graduate,Married,23,-1,-1,-1,72364,64105,45867,2756,1366,1000,0
3210,100000,Female,Graduate,Single,25,-1,-1,-1,12660,5000,0,5000,0,6272,0
3211,230000,Male,High School,Single,30,1,2,2,213894,218966,238075,10040,28341,0,0
3212,40000,Female,High School,Married,49,1,-1,-1,0,0,0,0,0,0,0
3213,180000,Female,Post Graduate,Married,25,-1,-1,-1,33322,29500,28418,1900,1864,600,0
3214,420000,Male,Post Graduate,Single,28,-1,-1,-1,22872,23309,24612,1700,2000,1500,0
3215,20000,Male,Post Graduate,Married,59,-1,-1,-1,2946,0,1473,0,1473,240,0
3216,340000,Female,Post Graduate,Married,31,-1,-1,-1,33639,37373,40990,5000,5000,3000,0
3217,20000,Female,Graduate,Single,25,2,2,2,9317,18576,18219,10000,800,0,1
3218,320000,Male,High School,Single,52,-1,-1,-1,31858,33562,35119,5000,5000,5000,0
3219,360000,Male,Graduate,Married,39,-1,-1,-1,0,0,0,0,0,0,0
3220,100000,Female,Graduate,Single,29,-1,-1,-1,33330,36282,38673,3500,3000,5000,0
3221,310000,Female,Graduate,Single,36,-1,-1,-1,0,298887,0,298887,0,0,0
3222,140000,Female,Post Graduate,Single,24,-1,-1,-1,35806,36823,36285,3000,1580,1294,0
3223,200000,Male,Post Graduate,Single,33,1,2,2,98990,96566,103019,0,9000,0,0
3224,30000,Female,Post Graduate,Single,28,-1,-1,-1,1743,0,0,0,0,2779,1
3225,130000,Female,High School,Married,25,-1,-1,-1,132110,133734,129299,6359,4505,4530,0
3226,20000,Female,High School,Married,44,-1,-1,2,17095,19112,17980,3000,0,1000,0
3227,120000,Female,Others,Married,57,-1,-1,-1,116497,109247,98109,5000,5007,5000,0
3228,190000,Female,Graduate,Single,32,-1,-1,-1,8010,922,3200,922,3208,15010,0
3229,50000,Female,Post Graduate,Married,26,-1,-1,-1,43721,42060,42332,2228,2500,1660,0
3230,130000,Female,Others,Single,27,-1,-1,-1,107599,109902,112635,4030,4600,4200,0
3231,220000,Female,Post Graduate,Married,48,-1,-1,-1,28132,30362,31387,2700,1534,1700,1
3232,200000,Female,Post Graduate,Married,29,-1,-1,-1,70422,67991,56909,3500,2472,1683,0
3233,50000,Female,High School,Married,59,-1,-1,-1,37201,27863,27712,1503,1352,1073,0
3234,30000,Female,Post Graduate,Married,26,2,2,2,30954,30670,29856,2074,0,2304,0
3235,200000,Female,Post Graduate,Married,33,1,-1,-1,0,0,0,0,0,0,0
3236,400000,Female,High School,Married,50,2,-1,-1,5523,8033,0,8037,0,550,1
3237,120000,Female,Graduate,Married,41,-1,-1,-1,118847,113190,114113,5000,6000,5000,0
3238,60000,Female,Post Graduate,Married,38,-1,-1,-1,45972,49874,47329,5000,5000,5000,0
3239,150000,Female,Graduate,Single,25,-1,-1,-1,3167,13680,12848,13879,4000,0,0
3240,240000,Female,Post Graduate,Married,44,-1,-1,-1,16925,1411,1696,1411,1200,0,0
3241,130000,Male,Post Graduate,Single,29,-1,-1,-1,3594,0,0,0,0,0,0
3242,200000,Male,High School,Married,40,2,-1,-1,91368,92989,99704,4000,8300,4000,1
3243,240000,Female,Post Graduate,Married,56,2,2,-1,2500,0,0,0,0,0,1
3244,30000,Female,Graduate,Single,22,-1,-1,2,14885,16579,17498,1939,1500,8213,1
3245,50000,Female,Post Graduate,Married,26,-1,-1,-1,44335,44626,40928,2126,2104,990,0
3246,30000,Male,Post Graduate,Single,26,2,-1,-1,13660,14708,17725,1269,3286,2881,0
3247,310000,Male,Graduate,Married,33,-1,-1,-1,0,0,0,0,0,0,0
3248,120000,Female,Post Graduate,Single,28,2,2,2,111840,114252,115306,5300,3600,0,1
3249,290000,Female,Post Graduate,Married,34,-1,-1,-1,16196,17220,18231,1292,1303,665,0
3250,50000,Male,Post Graduate,Single,45,-1,-1,-1,45911,47521,48599,2350,2421,298,0
3251,130000,Female,Graduate,Single,27,-1,-1,-1,86883,99516,77188,40000,3400,3000,0
3252,50000,Male,Others,Married,30,-1,-1,-1,47311,44136,17865,2900,1035,500,0
3253,210000,Female,Post Graduate,Married,33,-1,-1,-1,98,1090,0,1120,0,0,0
3254,50000,Male,High School,Married,47,1,3,2,4759,4540,4284,0,0,0,1
3255,10000,Female,Post Graduate,Single,40,-1,-1,-1,6160,6787,7377,1123,1103,243,0
3256,10000,Male,High School,Single,22,-1,-1,-1,5757,6706,7715,1200,1128,286,0
3257,80000,Female,Post Graduate,Single,24,2,2,3,75444,80025,78129,6400,0,6300,1
3258,360000,Male,Post Graduate,Married,65,1,-1,-1,0,0,0,0,0,0,1
3259,530000,Male,Graduate,Single,32,-1,-1,-1,12451,24095,15688,24120,15791,12808,0
3260,20000,Male,Post Graduate,Single,46,-1,-1,-1,20376,19927,19907,2000,1500,607,0
3261,170000,Male,Post Graduate,Married,42,-1,-1,-1,131629,131374,129544,5300,5100,5000,0
3262,220000,Female,Post Graduate,Married,33,-1,-1,-1,16090,4991,-1350,4991,0,20000,0
3263,180000,Male,High School,Married,40,-1,-1,-1,991,991,1316,991,1316,0,0
3264,440000,Female,Graduate,Married,37,-1,-1,-1,5302,13333,686,13333,1383,0,0
3265,20000,Male,Post Graduate,Married,62,2,-1,-1,17870,18740,19343,1462,1367,682,1
3266,400000,Female,Post Graduate,Single,39,1,-1,-1,0,0,0,0,0,0,1
3267,130000,Male,Post Graduate,Single,27,-1,-1,-1,44826,40650,0,1092,0,0,0
3268,420000,Male,Graduate,Single,29,-1,-1,-1,194505,144086,144169,5479,5502,4193,0
3269,80000,Female,Post Graduate,Married,34,-1,-1,-1,78688,80539,76681,4000,2333,3032,0
3270,20000,Female,Post Graduate,Married,45,-1,-1,-1,18569,40278,18760,2500,3000,1000,0
